time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.540181,-0.0047,0.1114,0.0337,0.116
4.548529,-0.0076,0.1154,0.0121,0.116
4.556483,-0.0011,0.1124,0.0097,0.113
4.572412,0.0005,0.1165,0.0001,0.116
4.573522,0.0236,0.1182,0.0193,0.122
4.581071,0.0299,0.1053,0.0288,0.113
4.588654,0.0363,0.0758,0.0504,0.098
4.597709,0.0521,0.0535,0.0695,0.102
4.606995,0.0464,0.0456,0.0911,0.112
4.614488,0.0524,0.0160,0.0863,0.102
4.622321,0.0633,-0.0065,0.0719,0.096
4.629801,0.0648,-0.0198,0.0384,0.078
4.638508,0.0330,-0.0547,0.0264,0.069
4.648642,0.0205,-0.0707,0.1557,0.172
4.654288,0.0360,-0.0513,0.0623,0.088
4.671514,0.0504,-0.0492,-0.0359,0.079
4.672690,0.0339,-0.0162,-0.1173,0.123
4.679340,0.0261,0.0080,-0.1316,0.134
4.688368,0.0004,0.0409,-0.1412,0.147
4.696190,-0.0182,0.0605,-0.0933,0.113
4.703693,-0.0276,0.0812,-0.0598,0.105
4.712691,-0.0230,0.0926,-0.0359,0.102
4.719563,-0.0258,0.0800,0.0192,0.086
4.728134,-0.0167,0.0602,0.0527,0.082
4.736165,-0.0315,0.0521,0.0863,0.106
4.744884,-0.0174,0.0196,0.1485,0.151
4.753161,-0.0265,-0.0083,0.1461,0.149
4.762803,-0.0445,-0.0345,0.1030,0.117
4.769714,-0.0433,-0.0562,0.0623,0.094
4.784397,-0.0282,-0.0636,0.0025,0.070
4.785310,-0.0210,-0.0707,-0.0119,0.075
4.793530,-0.0049,-0.0536,0.0192,0.057
4.801209,-0.0056,-0.0245,0.0480,0.054
4.810027,0.0104,-0.0098,0.0551,0.057
4.817525,0.0222,0.0118,0.0504,0.056
4.826737,0.0370,0.0455,0.0288,0.065
4.834232,0.0447,0.0288,0.0623,0.082
4.842887,0.0520,0.0527,0.0527,0.091
4.851618,0.0494,0.0502,0.0144,0.072
4.860673,0.0706,0.0620,0.0025,0.094
4.867771,0.0724,0.0736,-0.0095,0.104
4.884649,0.0645,0.0828,-0.0191,0.107
4.885400,0.0490,0.0940,-0.0143,0.107
4.892344,0.0406,0.0955,-0.0239,0.106
4.899937,0.0367,0.0970,-0.0311,0.108
4.910286,0.0303,0.0794,0.0001,0.085
4.916695,0.0336,0.0857,0.0144,0.093
4.928192,0.0202,0.0705,0.0096,0.074
4.933556,0.0043,0.0602,0.0048,0.061
4.943514,0.0053,0.0426,0.0048,0.043
4.950561,0.0062,0.0324,0.0144,0.036
4.957795,0.0045,0.0200,0.0192,0.028
4.965867,0.0006,0.0127,0.0336,0.036
4.974445,-0.0105,0.0054,0.0408,0.042
4.982063,-0.0071,-0.0042,0.0408,0.042
5.009631,0.0132,-0.0017,0.0360,0.038
5.010495,0.0045,0.0007,0.0192,0.020
5.010863,0.0265,0.0028,-0.0047,0.027
5.017913,0.0267,0.0075,-0.0143,0.031
5.026839,0.0420,0.0244,0.0144,0.051
5.031638,0.0315,0.0150,0.0815,0.089
5.040812,0.0147,0.0225,0.1126,0.116
5.047754,0.0225,0.0202,0.1318,0.135
5.056163,0.0377,0.0006,0.1030,0.110
5.064565,0.0432,-0.0052,0.0575,0.072
5.072502,0.0436,-0.0184,-0.0143,0.049
5.086577,0.0579,-0.0195,-0.0023,0.061
5.089209,0.0356,-0.0110,0.0240,0.044
5.097982,0.0289,-0.0003,-0.0047,0.029
5.105255,0.0508,0.0104,-0.2298,0.236
5.113333,0.0579,0.0388,-0.4261,0.432
5.121787,0.0117,0.0811,-0.0310,0.088
5.129469,-0.0756,0.0932,0.2060,0.238
5.137817,-0.1152,0.1126,0.0815,0.181
5.145803,-0.1034,0.1315,0.0863,0.188
5.154873,-0.0907,0.1064,0.1294,0.190
5.163810,-0.0358,0.0849,-0.0526,0.106
5.171313,0.0067,0.0779,-0.1507,0.170
5.188513,0.0299,0.0529,-0.1483,0.160
5.189381,0.0312,0.0415,-0.0909,0.105
5.195797,0.0317,0.0362,0.0121,0.050
5.203633,0.0027,0.0187,0.1318,0.133
5.211718,-0.0120,0.0025,0.2013,0.202
5.220031,-0.0070,-0.0249,0.2133,0.215
5.228183,-0.0010,-0.0538,0.1438,0.154
5.237431,0.0244,-0.0572,0.0648,0.090
5.245329,0.0306,-0.0847,0.0025,0.090
5.253233,0.0412,-0.0904,-0.0214,0.102
5.263571,0.0304,-0.0693,-0.0406,0.086
5.269452,0.0223,-0.0380,-0.0406,0.060
5.286490,0.0163,-0.0015,-0.0406,0.044
5.287369,0.0027,0.0112,-0.0190,0.022
5.294942,0.0053,0.0477,-0.0118,0.049
5.302395,0.0029,0.0581,0.0001,0.058
5.311349,-0.0045,0.0851,0.0049,0.085
5.318214,0.0021,0.0905,0.0217,0.093
5.328329,0.0063,0.1030,0.0480,0.114
5.335378,0.0156,0.1080,0.0528,0.121
5.344922,0.0107,0.1053,0.0504,0.117
5.351322,0.0036,0.0975,0.0504,0.110
5.360339,0.0156,0.0940,0.0289,0.100
5.367593,0.0178,0.0836,0.0169,0.087
5.377425,0.0247,0.0752,-0.0047,0.079
5.384103,0.0458,0.0574,-0.0070,0.074
5.408055,0.0595,0.0518,0.0241,0.082
5.409101,0.0684,0.0462,0.0384,0.091
5.409406,0.0605,0.0286,0.0432,0.080
5.416758,0.0549,0.0229,0.0456,0.075
5.428014,0.0615,0.0030,0.0432,0.075
5.433152,0.0299,-0.0151,0.0265,0.043
5.445392,-0.0079,-0.0287,0.2228,0.225
5.450205,0.0357,-0.0406,0.0743,0.092
5.461739,0.0618,-0.0267,-0.0837,0.107
5.465970,0.0473,-0.0054,-0.0981,0.109
5.482293,0.0310,0.0021,-0.0502,0.059
5.482883,0.0136,0.0179,-0.1340,0.136
5.510090,0.0146,0.0368,-0.1412,0.147
5.511033,0.0092,0.0516,-0.0981,0.111
5.511402,-0.0191,0.0741,-0.0406,0.087
5.517554,-0.0254,0.0754,0.0001,0.080
5.523211,-0.0172,0.0790,0.0097,0.081
5.531233,-0.0113,0.0565,-0.0023,0.058
5.539657,-0.0054,0.0362,0.0145,0.039
5.547370,0.0034,0.0158,0.0623,0.064
5.556138,-0.0093,-0.0069,0.0839,0.085
5.564403,-0.0221,-0.0035,0.0552,0.060
5.588787,-0.0280,-0.0194,0.0121,0.036
5.589622,-0.0391,-0.0164,-0.0023,0.043
5.589922,-0.0268,-0.0156,-0.0262,0.041
5.596835,-0.0170,-0.0172,-0.0119,0.027
5.604931,0.0004,0.0006,0.0145,0.014
5.613684,0.0034,-0.0009,0.0360,0.036
5.621422,0.0087,0.0118,0.0408,0.043
5.629692,0.0233,0.0196,0.0264,0.040
5.637504,0.0451,0.0222,0.0264,0.057
5.645722,0.0382,0.0316,0.0073,0.050
5.654314,0.0432,0.0407,-0.0047,0.060
5.664109,0.0456,0.0523,-0.0598,0.092
5.670644,0.0455,0.0640,-0.0550,0.096
5.690018,0.0376,0.0998,-0.0382,0.113
5.690836,0.0414,0.0948,0.0001,0.103
5.696757,0.0309,0.0994,0.0001,0.104
5.702750,0.0277,0.1154,0.0193,0.120
5.711803,0.0056,0.0884,0.0384,0.097
5.719870,0.0051,0.0709,0.0384,0.081
5.728584,0.0044,0.0390,0.0216,0.045
5.736390,0.0014,0.0311,0.0049,0.031
5.745280,-0.0017,0.0136,0.0097,0.017
5.753490,0.0024,0.0132,0.0121,0.018
5.762090,0.0062,0.0009,0.0240,0.025
5.769625,-0.0043,0.0030,0.0121,0.013
5.781454,-0.0051,0.0051,0.0193,0.021
5.787260,0.0011,0.0120,0.0097,0.015
5.808554,0.0069,0.0045,-0.0191,0.021
5.808970,0.0127,0.0163,-0.0262,0.033
5.814890,0.0189,0.0140,-0.0214,0.032
5.817807,0.0187,0.0192,0.0288,0.039
5.826685,0.0120,0.0268,0.0695,0.075
5.838354,0.0178,0.0272,0.0983,0.104
5.846141,0.0118,0.0131,0.0791,0.081
5.850533,0.0462,-0.0087,0.0288,0.055
5.858600,0.0588,-0.0021,-0.0119,0.060
5.866496,0.0594,-0.0148,-0.0238,0.066
5.876383,0.0355,-0.0252,-0.0119,0.045
5.883383,0.0512,-0.0069,-0.0167,0.054
5.898241,0.0598,0.0090,-0.2824,0.289
5.899568,0.0671,0.0212,-0.3949,0.401
5.908861,0.0185,0.0711,0.0121,0.075
5.916197,-0.0682,0.0811,0.2947,0.313
5.925662,-0.0951,0.0855,0.1271,0.180
5.932667,-0.0827,0.0895,0.1366,0.183
5.943009,-0.0485,0.0758,0.0816,0.121
5.948943,-0.0056,0.0734,-0.0765,0.106
5.957563,0.0299,0.0568,-0.1627,0.175
5.965325,0.0463,0.0509,-0.1579,0.172
5.974685,0.0410,0.0609,-0.0860,0.113
5.982425,0.0209,0.0504,0.0121,0.056
5.991166,0.0027,0.0546,0.1007,0.115
6.005342,-0.0206,0.0433,0.2013,0.207
6.012999,-0.0313,0.0352,0.2444,0.249
6.014934,-0.0151,0.0019,0.1750,0.176
6.022979,0.0395,-0.0487,0.0888,0.109
6.030902,0.0409,-0.0661,0.0337,0.085
6.039350,0.0638,-0.0854,-0.0046,0.107
6.047290,0.0486,-0.0781,-0.0238,0.095
6.055895,0.0238,-0.0776,-0.0453,0.093
6.063968,0.0325,-0.0650,-0.0405,0.083
6.072544,0.0119,-0.0401,-0.0022,0.042
6.097431,-0.0091,-0.0082,-0.0118,0.017
6.098291,-0.0136,0.0165,-0.0094,0.023
6.098669,-0.0182,0.0461,0.0146,0.052
6.107749,-0.0181,0.0781,0.0289,0.085
6.114713,-0.0058,0.0810,0.0337,0.088
6.120993,0.0018,0.0985,0.0433,0.108
6.129907,-0.0098,0.0821,0.0553,0.099
6.137854,0.0069,0.0895,0.0313,0.095
6.146610,0.0043,0.0919,0.0457,0.103
6.155505,0.0065,0.0776,0.0290,0.083
6.164856,0.0276,0.0751,0.0361,0.088
6.170887,0.0319,0.0797,0.0170,0.088
6.191234,0.0456,0.0436,0.0146,0.065
6.192019,0.0447,0.0627,0.0313,0.083
6.200467,0.0607,0.0531,0.0266,0.085
6.203734,0.0551,0.0196,0.0457,0.074
6.212064,0.0975,0.0196,0.0721,0.123
6.219711,0.0660,-0.0044,0.0433,0.079
6.228603,0.0487,-0.0383,-0.0141,0.064
6.236650,0.0248,-0.0387,0.2061,0.211
6.244364,0.0266,-0.0615,0.1151,0.133
6.252633,0.0517,-0.0489,-0.0381,0.081
6.262144,0.0743,-0.0414,-0.0597,0.104
6.268976,0.0561,-0.0242,-0.1219,0.136
6.277752,0.0505,0.0060,-0.1339,0.143
6.285121,0.0239,0.0375,-0.1052,0.114
6.303606,-0.0027,0.0555,-0.0357,0.066
6.304465,-0.0223,0.0665,0.0002,0.070
6.310210,-0.0058,0.0847,0.0194,0.087
6.318033,-0.0107,0.0763,0.0385,0.086
6.327363,0.0087,0.0531,0.0337,0.064
6.334548,-0.0097,0.0207,0.0625,0.067
6.343449,-0.0205,0.0146,0.0984,0.102
6.350803,-0.0142,-0.0133,0.1175,0.119
6.360166,-0.0295,-0.0369,0.0864,0.098
6.367076,-0.0354,-0.0367,0.0553,0.075
6.379899,-0.0464,-0.0366,0.0146,0.061
6.383169,-0.0456,-0.0294,0.0170,0.057
6.404212,-0.0451,-0.0222,0.0266,0.057
6.405167,-0.0208,0.0044,0.0218,0.030
6.411371,-0.0109,0.0236,0.0266,0.037
6.416407,0.0206,0.0476,0.0266,0.058
6.427926,0.0354,0.0574,0.0146,0.069
6.432351,0.0407,0.0599,0.0481,0.087
6.444520,0.0577,0.0577,0.0170,0.083
6.449201,0.0528,0.0575,-0.0213,0.081
6.457721,0.0597,0.0692,-0.0261,0.095
6.465428,0.0448,0.0668,-0.0285,0.085
6.480978,0.0371,0.0812,-0.0189,0.091
6.482016,0.0195,0.0932,-0.0069,0.095
6.490855,0.0234,0.0812,0.0122,0.085
6.506086,0.0105,0.0740,0.0050,0.075
6.507030,0.0242,0.0690,0.0098,0.074
6.514467,0.0043,0.0496,0.0098,0.051
6.523149,0.0060,0.0402,0.0194,0.045
6.531004,0.0029,0.0257,0.0050,0.026
6.539345,0.0023,0.0090,0.0218,0.024
6.547439,-0.0031,-0.0099,0.0146,0.018
6.555682,-0.0060,-0.0096,0.0146,0.018
6.563711,0.0343,-0.0236,0.0218,0.047
6.572398,0.0099,-0.0234,0.0481,0.054
6.586477,0.0312,-0.0112,0.0314,0.046
6.588384,0.0358,-0.0253,0.0314,0.054
6.596956,0.0381,-0.0153,0.0314,0.052
6.604385,0.0403,-0.0028,0.0290,0.050
6.613416,0.0257,0.0050,0.0290,0.039
6.620913,0.0351,0.0104,0.0482,0.061
6.629402,0.0039,0.0158,0.0434,0.046
6.638200,0.0182,0.0258,0.0266,0.041
6.646233,0.0011,0.0144,0.0314,0.035
6.653941,0.0176,0.0388,0.0099,0.044
6.664507,0.0030,0.0488,-0.0141,0.051
6.670252,0.0196,0.0444,-0.0356,0.060
6.694018,0.0125,0.0544,-0.0356,0.066
6.695154,0.0059,0.0503,0.0147,0.053
6.695499,0.0189,0.0489,0.0793,0.095
6.702512,0.0058,0.0429,0.1057,0.114
6.711142,0.0092,0.0220,0.0913,0.094
6.719629,0.0267,0.0125,0.0075,0.030
6.728447,0.0509,0.0076,-0.0524,0.073
6.735739,0.0270,-0.0018,-0.0236,0.036
6.746117,0.0273,0.0197,0.0219,0.040
6.753142,0.0148,0.0052,0.0171,0.023
6.760823,0.0432,0.0290,-0.2846,0.289
6.768565,0.0328,0.0395,-0.3947,0.398
6.781352,-0.0003,0.0779,0.1799,0.196
6.785426,-0.0731,0.0780,0.3787,0.393
6.806942,-0.0743,0.0866,0.2015,0.232
6.807921,-0.0628,0.0724,0.1848,0.208
6.814294,-0.0319,0.0496,0.0435,0.073
6.818382,-0.0059,0.0625,-0.1409,0.154
6.825855,0.0202,0.0499,-0.2319,0.238
6.834088,0.0392,0.0678,-0.1912,0.207
6.842063,0.0290,0.0609,-0.0906,0.113
6.849763,-0.0080,0.0816,0.0076,0.082
6.859622,-0.0186,0.0710,0.1202,0.141
6.866362,-0.0336,0.0616,0.2112,0.223
6.879877,-0.0286,0.0369,0.2160,0.221
6.883241,-0.0045,-0.0100,0.1657,0.166
6.893012,0.0219,-0.0504,0.1154,0.128
6.899746,0.0551,-0.0790,0.0388,0.104
6.911318,0.0737,-0.1026,-0.0115,0.127
6.916305,0.0468,-0.1019,-0.0210,0.114
6.927323,0.0365,-0.0939,-0.0378,0.108
6.932389,0.0112,-0.0928,-0.0234,0.096
6.944134,-0.0266,-0.0679,0.0005,0.073
6.948446,-0.0336,-0.0215,0.0077,0.041
6.962079,-0.0192,0.0103,0.0149,0.026
6.965671,-0.0194,0.0232,0.0149,0.034
6.981558,-0.0172,0.0598,0.0413,0.075
6.982260,0.0136,0.0701,0.0580,0.092
6.991394,0.0227,0.0754,0.0437,0.090
7.009981,0.0246,0.0971,0.0389,0.107
7.011002,0.0286,0.0949,0.0269,0.103
7.017586,0.0256,0.1067,0.0078,0.110
7.022306,0.0371,0.1160,0.0221,0.124
7.030746,0.0604,0.1228,0.0245,0.139
7.039259,0.0455,0.0983,0.0221,0.111
7.047407,0.0831,0.0787,0.0221,0.117
7.056209,0.0822,0.0685,0.0532,0.120
7.065592,0.0838,0.0419,0.0604,0.111
7.071878,0.0710,0.0415,0.0724,0.110
7.091581,0.0535,0.0123,0.0843,0.101
7.092626,0.0505,0.0022,0.0700,0.086
7.099273,0.0359,-0.0316,-0.0019,0.048
7.104145,0.0187,-0.0418,0.0676,0.082
7.113036,-0.0034,-0.0689,0.1561,0.171
7.121353,0.0042,-0.0608,0.0221,0.065
7.129430,0.0088,-0.0317,-0.1192,0.124
7.137931,0.0054,-0.0359,-0.0905,0.098
7.146294,-0.0036,-0.0103,-0.0690,0.070
7.155124,-0.0388,0.0235,-0.0666,0.081
7.164665,-0.0267,0.0533,-0.0283,0.066
7.170399,-0.0412,0.0638,-0.0067,0.076
7.195089,-0.0248,0.0668,-0.0258,0.076
7.195967,-0.0107,0.0649,-0.0234,0.070
7.196438,-0.0085,0.0440,0.0197,0.049
7.203016,-0.0062,0.0235,0.0460,0.052
7.210707,-0.0252,0.0053,0.0819,0.086
7.219700,-0.0342,-0.0036,0.1178,0.123
7.227791,-0.0405,-0.0416,0.1059,0.121
7.235811,-0.0420,-0.0538,0.0819,0.107
7.244772,-0.0293,-0.0520,0.0652,0.088
7.252391,-0.0239,-0.0575,0.0053,0.062
7.261972,-0.0310,-0.0459,-0.0067,0.056
7.268751,-0.0049,-0.0175,0.0149,0.023
7.281767,0.0139,0.0132,0.0388,0.043
7.284519,0.0351,0.0365,0.0364,0.062
7.309964,0.0519,0.0573,0.0125,0.078
7.310902,0.0616,0.0662,0.0172,0.092
7.311254,0.0593,0.0703,0.0412,0.101
7.318247,0.0617,0.0794,0.0292,0.105
7.325583,0.0519,0.0692,0.0100,0.087
7.334835,0.0538,0.0685,-0.0091,0.088
7.344103,0.0578,0.0799,-0.0163,0.100
7.350514,0.0544,0.0697,0.0005,0.088
7.361675,0.0246,0.0689,0.0196,0.076
7.366995,0.0235,0.0583,0.0244,0.067
7.378474,-0.0087,0.0475,0.0148,0.050
7.383877,-0.0144,0.0436,0.0196,0.050
7.406505,-0.0225,0.0256,0.0076,0.035
7.407373,-0.0066,0.0196,0.0172,0.027
7.413964,-0.0314,0.0087,0.0387,0.051
7.415616,-0.0084,-0.0071,0.0483,0.049
7.426992,-0.0117,-0.0277,0.0506,0.059
7.432527,-0.0029,-0.0221,0.0363,0.043
7.444429,-0.0037,-0.0288,0.0291,0.041
7.448333,0.0124,-0.0328,0.0386,0.052
7.461682,0.0238,-0.0129,0.0338,0.043
7.466002,0.0258,0.0045,0.0314,0.041
7.477622,0.0252,0.0149,0.0386,0.048
7.481892,0.0248,0.0085,0.0386,0.047
7.509386,0.0410,0.0164,0.0194,0.048
7.510370,0.0314,0.0284,0.0098,0.043
7.510763,0.0286,0.0256,-0.0021,0.038
7.516410,0.0237,0.0268,0.0026,0.036
7.521848,0.0356,0.0355,-0.0022,0.050
7.530686,0.0283,0.0349,0.0266,0.052
7.539160,0.0209,0.0441,0.0266,0.056
7.547358,0.0232,0.0410,0.0290,0.055
7.560856,0.0108,0.0380,0.0074,0.040
7.563139,-0.0043,0.0445,-0.0189,0.049
7.572710,-0.0003,0.0439,-0.0477,0.065
7.591406,-0.0108,0.0386,-0.0477,0.062
7.592503,0.0049,0.0478,-0.0333,0.058
7.599650,0.0115,0.0475,-0.0046,0.049
7.604112,0.0041,0.0380,0.0290,0.048
7.612704,0.0111,0.0333,0.0649,0.074
7.621522,0.0184,0.0166,0.0960,0.099
7.629384,0.0185,-0.0029,0.0577,0.061
7.637865,0.0304,-0.0060,0.0098,0.032
7.645983,0.0399,-0.0070,-0.0309,0.051
7.653379,0.0422,-0.0127,-0.0022,0.044
7.661568,0.0300,0.0005,0.0361,0.047
7.669341,0.0375,0.0111,-0.0980,0.105
7.688665,0.0536,0.0247,-0.3829,0.387
7.689483,0.0385,0.0541,-0.2559,0.264
7.695924,-0.0332,0.0823,0.4049,0.415
7.702244,-0.0690,0.0787,0.2038,0.229
7.710937,-0.0654,0.1103,0.0889,0.156
7.718780,-0.0537,0.0956,0.0577,0.124
7.727038,-0.0342,0.0877,-0.0117,0.095
7.735238,0.0047,0.0989,-0.1338,0.167
7.743180,0.0338,0.0803,-0.1434,0.168
7.751216,0.0356,0.0634,-0.1147,0.136
7.760158,0.0268,0.0528,-0.0141,0.061
7.767895,0.0080,0.0469,0.1080,0.118
7.779733,-0.0300,0.0355,0.2110,0.216
7.784321,-0.0266,-0.0012,0.2397,0.241
7.803935,-0.0224,-0.0251,0.1727,0.176
7.804999,0.0106,-0.0547,0.1152,0.128
7.810383,0.0434,-0.0799,0.0482,0.103
7.817630,0.0540,-0.0857,-0.0285,0.105
7.826770,0.0599,-0.0959,-0.0476,0.123
7.834185,0.0537,-0.0888,-0.0357,0.110
7.842052,0.0353,-0.0643,-0.0572,0.093
7.849741,0.0165,-0.0421,-0.0548,0.071
7.858096,-0.0075,-0.0053,-0.0309,0.032
7.866049,0.0038,0.0121,-0.0309,0.033
7.875599,0.0055,0.0536,0.0075,0.054
7.883809,-0.0026,0.0854,0.0146,0.087
7.897635,0.0206,0.1026,0.0434,0.113
7.899671,0.0176,0.1126,0.0554,0.127
7.915219,0.0312,0.1150,0.0290,0.123
7.916344,0.0352,0.1315,0.0051,0.136
7.927320,0.0463,0.1118,-0.0021,0.121
7.931333,0.0452,0.1160,0.0003,0.124
7.940821,0.0581,0.1129,0.0147,0.128
7.947705,0.0423,0.0979,0.0434,0.115
7.957593,0.0478,0.0804,0.0554,0.109
7.965137,0.0529,0.0580,0.0625,0.100
7.975097,0.0415,0.0355,0.0793,0.096
7.981410,0.0468,0.0202,0.0961,0.109
7.989425,0.0429,-0.0069,0.0937,0.103
7.997283,0.0417,-0.0294,0.0841,0.098
8.006101,0.0265,-0.0377,0.0530,0.070
8.018153,-0.0006,-0.0462,-0.0189,0.050
8.021635,-0.0151,-0.0598,0.1559,0.168
8.030093,0.0031,-0.0573,0.0481,0.075
8.038731,0.0038,-0.0405,-0.0524,0.066
8.047339,0.0094,-0.0091,-0.1195,0.120
8.055208,-0.0080,0.0108,-0.1745,0.175
8.063531,-0.0054,0.0274,-0.1697,0.172
8.070760,-0.0146,0.0596,-0.0764,0.098
8.085971,-0.0383,0.0594,0.0003,0.071
8.087541,-0.0428,0.0762,0.0075,0.088
8.095761,-0.0257,0.0760,0.0170,0.082
8.103780,-0.0134,0.0609,0.0314,0.070
8.111560,-0.0033,0.0337,0.0554,0.065
8.119903,-0.0074,0.0061,0.0793,0.080
8.128769,-0.0302,-0.0002,0.1009,0.105
8.137088,-0.0408,-0.0116,0.0937,0.103
8.144938,-0.0469,-0.0233,0.0458,0.070
8.152969,-0.0415,-0.0424,0.0003,0.059
8.161193,-0.0317,-0.0182,-0.0093,0.038
8.169514,-0.0034,-0.0227,-0.0141,0.027
8.179484,-0.0040,-0.0129,0.0219,0.026
8.186108,0.0169,0.0018,0.0434,0.047
8.205643,0.0381,0.0091,0.0578,0.070
8.206681,0.0457,0.0212,0.0410,0.065
8.212447,0.0604,0.0332,0.0290,0.075
8.218617,0.0680,0.0572,0.0195,0.091
8.227512,0.0632,0.0595,0.0027,0.087
8.235048,0.0627,0.0713,-0.0260,0.098
8.244056,0.0714,0.0759,-0.0236,0.107
8.251316,0.0603,0.0996,-0.0236,0.119
8.259953,0.0368,0.0921,-0.0116,0.100
8.268401,0.0347,0.1081,-0.0045,0.114
8.276853,0.0278,0.0953,-0.0021,0.099
8.285158,0.0258,0.0832,0.0051,0.087
8.297510,0.0167,0.0712,0.0123,0.074
8.301708,0.0053,0.0591,0.0123,0.061
8.334092,0.0012,0.0346,0.0075,0.035
8.334932,-0.0026,0.0223,0.0099,0.025
8.335285,-0.0017,0.0266,0.0219,0.035
8.335610,-0.0150,0.0001,0.0171,0.023
8.342529,-0.0090,-0.0073,0.0387,0.040
8.349737,0.0018,-0.0145,0.0219,0.026
8.361792,0.0174,-0.0193,0.0411,0.049
8.367354,0.0187,-0.0167,0.0363,0.044
8.390226,0.0223,-0.0094,0.0339,0.042
8.391125,0.0333,-0.0070,0.0363,0.050
8.391541,0.0084,-0.0045,0.0483,0.049
8.398975,0.0239,-0.0023,0.0244,0.034
8.410306,0.0253,0.0072,0.0172,0.031
8.415642,0.0123,0.0071,-0.0091,0.017
8.427443,0.0331,0.0236,-0.0115,0.042
8.433391,0.0204,0.0473,0.0029,0.052
8.440222,0.0296,0.0495,0.0388,0.069
8.448779,0.0348,0.0443,0.0843,0.101
8.465042,0.0283,0.0365,0.0795,0.092
8.465499,0.0197,0.0239,0.0555,0.064
8.487052,0.0303,0.0110,0.0339,0.047
8.487823,0.0189,0.0074,-0.0068,0.021
8.489863,0.0287,-0.0055,-0.0379,0.048
8.497884,0.0189,-0.0043,-0.0116,0.023
8.506426,0.0130,0.0209,0.0004,0.025
8.513995,0.0418,0.0243,-0.0475,0.068
8.523562,0.0180,0.0471,-0.3012,0.305
8.530446,0.0348,0.0661,-0.4065,0.413
8.539382,-0.0221,0.1011,0.1203,0.159
8.546831,-0.1042,0.1098,0.2208,0.268
8.555498,-0.1082,0.1184,0.0389,0.165
8.563284,-0.0819,0.1097,0.1083,0.175
8.572643,-0.0694,0.1024,0.1585,0.201
8.579970,-0.0146,0.0799,-0.0330,0.088
8.587260,0.0379,0.0622,-0.1049,0.128
8.604392,0.0515,0.0313,-0.1264,0.140
8.605270,0.0594,0.0283,-0.0761,0.101
8.612490,0.0378,0.0196,0.0220,0.048
8.621160,0.0131,0.0088,0.1466,0.147
8.629644,-0.0139,-0.0033,0.2304,0.231
8.637806,-0.0189,-0.0216,0.2184,0.220
8.645737,-0.0063,-0.0435,0.1155,0.124
8.653242,0.0283,-0.0663,0.0364,0.081
8.663088,0.0392,-0.0841,0.0149,0.094
8.669915,0.0333,-0.0683,-0.0091,0.077
8.681029,0.0299,-0.0589,-0.0163,0.068
8.685795,0.0265,-0.0421,-0.0187,0.053
8.702197,-0.0033,-0.0106,-0.0331,0.035
8.702736,0.0023,0.0043,-0.0546,0.055
8.710619,-0.0068,0.0336,-0.0283,0.044
8.719085,0.0004,0.0605,-0.0259,0.066
8.727408,0.0169,0.0612,0.0100,0.064
8.734793,0.0118,0.0666,0.0388,0.078
8.745144,0.0185,0.0885,0.0436,0.100
8.751668,0.0133,0.0838,0.0364,0.092
8.762087,0.0177,0.0957,0.0125,0.098
8.767928,0.0244,0.1049,-0.0139,0.109
8.778333,0.0335,0.0924,-0.0043,0.098
8.785285,0.0377,0.0943,-0.0091,0.102
8.798227,0.0442,0.0794,-0.0067,0.091
8.803366,0.0552,0.0789,0.0077,0.097
8.817818,0.0637,0.0664,0.0484,0.104
8.818259,0.0744,0.0490,0.0388,0.097
8.827609,0.0683,0.0341,0.0604,0.097
8.833303,0.0575,0.0095,0.0771,0.097
8.844000,0.0541,-0.0078,0.0891,0.105
8.850829,0.0246,-0.0279,0.0149,0.040
8.858488,0.0006,-0.0244,0.1705,0.172
8.866281,-0.0083,-0.0409,0.1633,0.169
8.874760,0.0278,-0.0409,-0.0091,0.050
8.882868,0.0323,-0.0051,-0.1049,0.110
8.892789,0.0283,-0.0001,-0.0546,0.061
8.899246,0.0003,0.0249,-0.0810,0.085
8.914806,0.0091,0.0531,-0.1504,0.160
8.915240,-0.0201,0.0700,-0.1121,0.134
8.923039,-0.0242,0.0731,-0.0427,0.088
8.931215,-0.0349,0.0717,0.0076,0.080
8.939809,-0.0407,0.0799,0.0220,0.092
8.949198,-0.0202,0.0472,0.0148,0.053
8.956345,-0.0353,0.0288,0.0220,0.051
8.964941,-0.0382,-0.0015,0.0363,0.053
8.973384,-0.0388,-0.0150,0.0746,0.085
8.982562,-0.0467,-0.0406,0.0698,0.093
9.008214,-0.0479,-0.0258,0.0387,0.067
9.008938,-0.0281,-0.0375,-0.0068,0.047
9.009227,-0.0206,-0.0347,-0.0188,0.045
9.016482,-0.0133,-0.0272,-0.0092,0.032
9.023493,0.0042,0.0019,0.0267,0.027
9.030842,0.0192,0.0072,0.0363,0.042
9.038239,0.0317,0.0172,0.0243,0.043
9.046565,0.0510,0.0316,0.0124,0.061
9.054644,0.0633,0.0530,0.0219,0.085
9.062668,0.0566,0.0575,0.0076,0.081
9.071243,0.0573,0.0570,-0.0212,0.084
9.078931,0.0505,0.0828,-0.0427,0.106
9.087820,0.0458,0.1015,-0.0427,0.119
9.102382,0.0548,0.1035,-0.0284,0.121
9.104151,0.0396,0.1221,-0.0068,0.129
9.112550,0.0292,0.1070,0.0028,0.111
